feature,importance
energy_efficiency,13.654614274996593
run_kms,13.241016545718393
city_encoded,2.8812074720414342
energy_utilized,2.171135276393348
max_speed,1.8660842636109671
speed_ratio,0.49565661766261754
avg_speed,0.4467729910806699
hour,0.24729985153504702
day_of_week,0.08788099438249564
is_peak,0.053469004139808665
month,0.025469417702901197
is_weekend,0.023717178036247642
trip_intensity,0.0
stoppage_count,0.0
trip_duration_hrs,0.0
stoppage_density,0.0
